nibrs_code,offence_code,crimename1,crimename2,crimename3,row_count
," -77.2943)""",,,,18
," -77.1695)""",,,,18
," -77.223)""",,,,18
200,2001,Crime Against Property,Arson,ARSON - BUSINESS-ENDANGERED LIFE,18
," -76.9788)""",,,,18
," -77.1367)""",,,,18
," -77.299)""",,,,18
," -77.0272)""",,,,18
," -77.297)""",,,,18
," -76.9681)""",,,,18
," -77.1327)""",,,,18
," -76.9684)""",,,,18
," -76.9821)""",,,,18
," -77.104)""",,,,18
," -77.0048)""",,,,18
," -77.2906)""",,,,18
," -77.2569)""",,,,18
," -77.3105)""",,,,18
," -77.2074)""",,,,18
," -77.2901)""",,,,18
," -77.1575)""",,,,18
," -76.9524)""",,,,18
," -76.9388)""",,,,18
," -77.2308)""",,,,18
," -76.9468)""",,,,18
," -77.1388)""",,,,18
," -77.1686)""",,,,18
," -76.934)""",,,,18
," -76.9638)""",,,,18
," -76.956)""",,,,18
," -77.1382)""",,,,18
," -76.9422)""",,,,17
," -77.1403)""",,,,17
," -76.9268)""",,,,17
," -77.0087)""",,,,17
," -76.9442)""",,,,17
," -77.2857)""",,,,17
," -77.2329)""",,,,17
," -77.2839)""",,,,17
," -77.182)""",,,,17
," -77.2752)""",,,,17
," -77.4071)""",,,,17
," -76.9595)""",,,,17
," -76.9291)""",,,,17
," -77.2563)""",,,,17
," -76.9637)""",,,,17
," -76.9874)""",,,,17
," -77.0098)""",,,,17
," -77.2255)""",,,,17
," -77.3263)""",,,,17
," -76.9557)""",,,,17
," -76.9378)""",,,,17
," -77.2884)""",,,,17
," -77.0078)""",,,,17
," -76.9542)""",,,,17
," -76.9625)""",,,,17
," -77.285)""",,,,17
90Z,5015,Crime Against Society,All Other Offenses,OBSTRUCT GOVT - FAILURE TO APPEAR,17
90Z,5799,Crime Against Society,All Other Offenses,INVASION PRIVACY (DESCRIBE OFFENSE),17
90Z,3584,Crime Against Society,All Other Offenses,DRUGS - INHALE HARMFUL SUBSTANCE,17
," -76.9305)""",,,,17
," -77.0251)""",,,,17
," -76.9335)""",,,,17
," -76.9745)""",,,,17
," -77.2444)""",,,,17
," -77.0983)""",,,,17
," -77.3024)""",,,,17
," -76.9692)""",,,,17
," -77.228)""",,,,17
," -77.1443)""",,,,17
," -77.1423)""",,,,17
," -77.1347)""",,,,17
," -77.2991)""",,,,16
," -77.1038)""",,,,16
," -77.2554)""",,,,16
," -77.2793)""",,,,16
," -77.1374)""",,,,16
," -77.3648)""",,,,16
," -76.9741)""",,,,16
," -77.286)""",,,,16
," -77.3106)""",,,,16
," -77.4135)""",,,,16
," -77.1269)""",,,,16
," -76.9717)""",,,,16
," -77.0624)""",,,,16
," -76.9344)""",,,,16
," -77.1095)""",,,,16
," -77.3116)""",,,,16
," -77.0264)""",,,,16
09A,0902,Crime Against Person,Murder and Nonnegligent Manslaughter,HOMICIDE - WILLFUL KILL-FAMILY,16
," -77.135)""",,,,16
," -77.2853)""",,,,16
," -77.4052)""",,,,16
," -77.3026)""",,,,16
," -77.0528)""",,,,16
," -77.2468)""",,,,16
," -77.3191)""",,,,16
," -76.9576)""",,,,16
," -76.9219)""",,,,16
," -76.9543)""",,,,16
," -77.2953)""",,,,16
," -76.9407)""",,,,16
," -76.9739)""",,,,16
," -77.3039)""",,,,16
23H,2314,Crime Against Property,All other Larceny,LARCENY - THEFT OF US GOVERNMENT PROPERTY,16
," -76.9211)""",,,,16
," -77.4176)""",,,,16
90Z,9051,Crime Against Society,All Other Offenses,HOME IMPROVEMENT VIOLATION,15
," -77.4147)""",,,,15
," -77.0658)""",,,,15
," -77.138)""",,,,15
," -77.308)""",,,,15
," -77.133)""",,,,15
," -77.2909)""",,,,15
," -77.402)""",,,,15
," -77.2187)""",,,,15
," -77.2559)""",,,,15
," -77.2877)""",,,,15
," -77.2976)""",,,,15
," -76.9724)""",,,,15
," -77.2273)""",,,,15
," -76.9269)""",,,,15
," -77.2313)""",,,,15
," -77.0385)""",,,,15
," -76.9606)""",,,,15
," -77.2916)""",,,,15
," -77.4206)""",,,,15
," -77.0331)""",,,,15
," -77.1112)""",,,,15
," -77.2965)""",,,,15
," -76.9446)""",,,,15
220,2207,Crime Against Property,Burglary/Breaking and Entering,BURGLARY - BANKING-TYPE INST,15
," -77.2846)""",,,,15
," -77.1189)""",,,,15
," -76.9394)""",,,,15
," -77.4191)""",,,,15
," -77.2214)""",,,,15
," -77.2677)""",,,,15
," -77.2472)""",,,,15
," -76.989)""",,,,15
," -77.2196)""",,,,14
," -76.9488)""",,,,14
," -77.2202)""",,,,14
," -76.9777)""",,,,14
," -76.9554)""",,,,14
," -77.1409)""",,,,14
," -77.1764)""",,,,14
," -76.9627)""",,,,14
," -77.3061)""",,,,14
," -76.9454)""",,,,14
," -77.1341)""",,,,14
," -77.2918)""",,,,14
," -77.3034)""",,,,14
," -76.9415)""",,,,14
," -76.9623)""",,,,14
," -77.2573)""",,,,14
," -77.2611)""",,,,14
," -77.2934)""",,,,14
," -77.1273)""",,,,14
," -77.1364)""",,,,14
," -76.9502)""",,,,14
," -76.961)""",,,,14
," -77.2982)""",,,,14
," -77.0347)""",,,,14
," -77.5167)""",,,,14
," -76.9104)""",,,,14
," -77.2986)""",,,,14
," -76.9921)""",,,,14
," -77.2562)""",,,,14
," -77.0439)""",,,,14
," -77.2219)""",,,,14
36A,3604,Crime Against Person,Incest,SEX OFFENSE - INCEST WITH MINOR,14
," -77.0256)""",,,,14
," -77.3408)""",,,,14
," -77.0411)""",,,,14
," -76.9621)""",,,,14
," -77.251)""",,,,14
," -77.2087)""",,,,14
," -77.298)""",,,,14
," -77.1072)""",,,,14
," -77.0045)""",,,,14
," -76.9249)""",,,,14
," -77.406)""",,,,14
," -77.1712)""",,,,14
," -77.2541)""",,,,14
," -77.0325)""",,,,14
," -76.9431)""",,,,14
," -77.2606)""",,,,14
," -77.2849)""",,,,13
," -77.4058)""",,,,13
," -77.2575)""",,,,13
," -77.2708)""",,,,13
23G,2407,Crime Against Property,Theft of Motor Vehicle Parts or Accessories,AUTO THEFT - STRIP STOLEN VEHICLE,13
," -77.1623)""",,,,13
," -76.963)""",,,,13
," -77.3957)""",,,,13
," -76.9252)""",,,,13
," -77.2504)""",,,,13
," -77.2693)""",,,,13
," -77.4078)""",,,,13
," -77.3144)""",,,,13
90Z,5005,Crime Against Society,All Other Offenses,OBSTRUCT GOVT - CONTEMPT OF COURT,13
90G,4103,Crime Against Society,Liquor Law Violations,LIQUOR - TRANSPORT,13
," -77.2332)""",,,,13
," -77.015)""",,,,13
210,2105,Crime Against Property,Extortion/Blackmail,EXTORT - THREAT OF INFORMING OF VIOLENCE,13
," -77.3094)""",,,,13
," -77.2954)""",,,,13
240,2402,Crime Against Property,Motor Vehicle Theft,AUTO THEFT - THEFT AND STRIP VEHICLE,13
," -77.2814)""",,,,13
," -76.9379)""",,,,13
," -76.936)""",,,,13
," -76.9392)""",,,,13
," -77.2288)""",,,,13
," -77.0637)""",,,,13
," -77.0213)""",,,,13
," -77.2798)""",,,,13
," -77.1356)""",,,,13
," -77.3245)""",,,,13
," -77.231)""",,,,13
370,3701,Crime Against Society,Pornography/Obscene Material,OBSCENE MATERIAL - MANUFACTURE,13
," -76.9599)""",,,,12
," -76.9285)""",,,,12
," -77.2599)""",,,,12
," -77.0359)""",,,,12
," -77.2975)""",,,,12
," -76.9756)""",,,,12
," -77.4837)""",,,,12
," -76.9699)""",,,,12
," -77.2952)""",,,,12
," -77.4914)""",,,,12
90Z,5012,Crime Against Society,All Other Offenses,OBSTRUCT GOVT - PROBATION VIOLATION,12
," -77.2312)""",,,,12
," -76.9632)""",,,,12
," -77.3036)""",,,,12
09A,0901,Crime Against Person,Murder and Nonnegligent Manslaughter,HOMICIDE - WILLFUL KILL-FAMILY-GUN,12
," -77.2847)""",,,,12
," -76.9789)""",,,,12
," -76.9651)""",,,,12
," -77.2739)""",,,,12
," -77.4134)""",,,,12
," -76.9716)""",,,,12
," -76.9522)""",,,,12
," -77.3035)""",,,,12
13A,1309,Crime Against Person,Aggravated Assault,ASSAULT - AGGRAVATED - PUB OFF-STRONG-ARM,12
," -76.9603)""",,,,12
," -77.259)""",,,,12
," -76.9624)""",,,,12
," -76.949)""",,,,12
," -76.9569)""",,,,12
," -76.9328)""",,,,12
," -76.9628)""",,,,12
," -76.9786)""",,,,12
," -77.3979)""",,,,12
," -76.9497)""",,,,12
," -76.9225)""",,,,12
," -77.0374)""",,,,12
," -77.2989)""",,,,12
," -76.9456)""",,,,12
," -77.0823)""",,,,12
09C,9001,Crime Against Not a Crime,Justifiable Homicide,HOMICIDE - JUSTIFIABLE,12
," -76.9386)""",,,,12
," -76.9579)""",,,,11
," -76.9596)""",,,,11
," -77.4015)""",,,,11
," -77.22)""",,,,11
280,2406,Crime Against Property,Stolen Property Offenses,RECEIVE STOLEN VEHICLE,11
," -76.9337)""",,,,11
," -76.9822)""",,,,11
," -77.319)""",,,,11
200,2008,Crime Against Property,Arson,ARSON - PUB-BLDG-ENDANGERED LIFE,11
," -76.9449)""",,,,11
," -76.9414)""",,,,11
," -77.0276)""",,,,11
," -76.9096)""",,,,11
," -76.9771)""",,,,11
," -77.4127)""",,,,11
," -77.3055)""",,,,11
," -77.1372)""",,,,11
," -77.3282)""",,,,11
," -77.2689)""",,,,11
200,2009,Crime Against Property,Arson,ARSON - PUB-BLDG,11
," -77.2574)""",,,,11
," -76.9282)""",,,,11
," -77.3745)""",,,,11
," -77.2229)""",,,,11
," -77.2471)""",,,,11
," -77.4022)""",,,,11
," -76.938)""",,,,11
," -77.3276)""",,,,11
," -76.9513)""",,,,11
," -76.9197)""",,,,11
," -77.3083)""",,,,11
," -77.4072)""",,,,11
," -76.9286)""",,,,11
," -77.3674)""",,,,11
," -77.3099)""",,,,11
," -77.1301)""",,,,11
," -76.926)""",,,,11
," -77.2719)""",,,,11
," -76.9738)""",,,,11
," -77.1454)""",,,,11
," -77.1274)""",,,,11
," -76.929)""",,,,11
90Z,5099,Crime Against Society,All Other Offenses,"OBSTRUCT - (SPECIFY JUDIC, CONGR, LEGIS, COMMSN)",11
11A,3603,Crime Against Person,Forcible Rape,HOMOSEXUAL ACT WITH BOY,11
," -76.9636)""",,,,11
," -76.9698)""",,,,10
," -77.1881)""",,,,10
," -77.2316)""",,,,10
," -77.2494)""",,,,10
," -77.3125)""",,,,10
09A,0903,Crime Against Person,Murder and Nonnegligent Manslaughter,HOMICIDE - WILLFUL KILL-NON-FAMILY-GUN,10
," -76.9226)""",,,,10
," -76.9801)""",,,,10
," -77.177)""",,,,10
90Z,7299,Crime Against Society,All Other Offenses,MORALS - DECENCY CRIMES,10
," -77.1386)""",,,,10
," -77.0494)""",,,,10
90Z,2508,Crime Against Society,All Other Offenses,FORGERY/COUNTERFEITING - POSSESS TOOLS FOR,10
," -77.2826)""",,,,10
," -77.2619)""",,,,10
," -77.3963)""",,,,10
," -77.2627)""",,,,10
," -77.1961)""",,,,10
," -77.2604)""",,,,10
," -76.9645)""",,,,10
," -76.9053)""",,,,10
," -77.4159)""",,,,10
," -77.2544)""",,,,10
," -77.315)""",,,,10
370,3799,Crime Against Society,Pornography/Obscene Material,OBSCENITY (DESCRIBE OFFENSE),10
," -76.97)""",,,,10
," -77.292)""",,,,10
," -77.3462)""",,,,10
," -77.2644)""",,,,10
," -77.1387)""",,,,10
," -76.9339)""",,,,10
," -77.2842)""",,,,10
," -76.9714)""",,,,10
," -77.2184)""",,,,10
," -76.9426)""",,,,10
," -77.4155)""",,,,10
," -76.9575)""",,,,10
," -76.9718)""",,,,10
," -76.9701)""",,,,10
," -77.1381)""",,,,10
," -77.3966)""",,,,10
," -77.4876)""",,,,10
," -76.9183)""",,,,10
," -76.9302)""",,,,10
," -76.9568)""",,,,10
," -76.9149)""",,,,10
100,1011,Crime Against Person,Kidnapping/Abduction,KIDNAP MINOR - NONPARENTAL,10
," -76.997)""",,,,10
," -77.4243)""",,,,9
," -77.3016)""",,,,9
," -76.9509)""",,,,9
," -77.3259)""",,,,9
," -77.2406)""",,,,9
," -77.3623)""",,,,9
," -76.9702)""",,,,9
," -77.2942)""",,,,9
35A,3531,Crime Against Society,Drug/Narcotic Violations,DRUGS - COCAINE - SMUGGLE,9
," -76.9453)""",,,,9
," -77.3823)""",,,,9
," -76.9195)""",,,,9
," -77.4075)""",,,,9
," -76.9358)""",,,,9
," -77.2933)""",,,,9
," -77.0253)""",,,,9
," -77.4096)""",,,,9
," -76.9212)""",,,,9
," -76.933)""",,,,9
," -77.255)""",,,,9
," -77.4111)""",,,,9
," -77.295)""",,,,9
13A,1307,Crime Against Person,Aggravated Assault,ASSAULT - AGGRAVATED - PUB OFF-GUN,9
," -76.9687)""",,,,9
," -77.278)""",,,,9
," -76.9487)""",,,,9
," -77.4266)""",,,,9
," -76.9298)""",,,,9
," -76.9201)""",,,,9
," -77.0231)""",,,,9
," -77.1748)""",,,,9
," -77.3993)""",,,,9
," -76.9401)""",,,,9
520,5208,Crime Against Society,Weapon Law Violations,WEAPON - INCENDIARY DEVICE - USING,9
," -77.4118)""",,,,9
," -77.3594)""",,,,9
," -76.9561)""",,,,9
90Z,4901,Crime Against Society,All Other Offenses,ESCAPE,9
," -77.2958)""",,,,9
," -77.3118)""",,,,9
," -77.0085)""",,,,9
," -77.3961)""",,,,9
," -77.0548)""",,,,9
," -76.919)""",,,,9
," -77.2796)""",,,,9
," -76.9495)""",,,,9
," -76.9451)""",,,,9
," -77.1198)""",,,,9
," -77.348)""",,,,9
90Z,5315,Crime Against Society,All Other Offenses,VIOLATION OF EMERGENCY ORDER - GATHERING,9
," -76.9229)""",,,,8
," -77.4033)""",,,,8
," -77.2996)""",,,,8
," -77.035)""",,,,8
90Z,5503,Crime Against Society,All Other Offenses,HEALTH - DRUGS - HEALTH OR SAFETY,8
90Z,3805,Crime Against Society,All Other Offenses,FAMILY OFFENSE - CONTRIBUTING TO THE DELINQUENCY O,8
35A,3541,Crime Against Society,Drug/Narcotic Violations,DRUGS - SYNTHETIC NARCOTIC - SMUGGLE,8
," -77.4)""",,,,8
," -77.2797)""",,,,8
," -76.973)""",,,,8
," -76.9223)""",,,,8
," -76.9858)""",,,,8
," -76.9545)""",,,,8
11A,1109,Crime Against Person,Forcible Rape,SEX ASSAULT - SODOMY-MAN-WEAPON,8
," -76.9443)""",,,,8
," -77.3458)""",,,,8
," -77.4094)""",,,,8
," -77.4197)""",,,,8
09A,0904,Crime Against Person,Murder and Nonnegligent Manslaughter,HOMICIDE - WILLFUL KILL-NON-FAMILY,8
40A,4003,Crime Against Society,Prostitution,COMM SEX OFF - HOMOSEXUAL PROSTITUTION,8
," -77.3058)""",,,,8
," -77.4097)""",,,,8
," -76.9408)""",,,,8
," -76.968)""",,,,8
," -77.1405)""",,,,8
," -76.9332)""",,,,8
," -77.1359)""",,,,8
," -77.3173)""",,,,8
," -77.2634)""",,,,8
520,5206,Crime Against Society,Weapon Law Violations,WEAPON - EXPLOSIVES - USING,8
," -77.4019)""",,,,8
," -77.4042)""",,,,8
," -77.2921)""",,,,8
," -77.3481)""",,,,8
," -77.4156)""",,,,8
," -77.2241)""",,,,8
," -77.2875)""",,,,8
," -76.979)""",,,,8
," -77.3051)""",,,,8
," -77.4241)""",,,,8
," -77.4619)""",,,,8
," -76.958)""",,,,8
," -77.3746)""",,,,8
," -77.2868)""",,,,8
," -77.281)""",,,,8
," -76.9345)""",,,,8
," -77.3001)""",,,,8
," -77.4841)""",,,,8
," -76.9648)""",,,,8
," -77.3057)""",,,,8
280,2803,Crime Against Property,Stolen Property Offenses,STOLEN PROPERTY - RECEIVE,8
," -77.2676)""",,,,8
," -77.0348)""",,,,7
," -77.2144)""",,,,7
," -77.4009)""",,,,7
520,5217,Crime Against Society,Weapon Law Violations,WEAPON TRAFFICKING,7
," -77.0326)""",,,,7
," -76.9189)""",,,,7
," -77.4222)""",,,,7
," -77.2995)""",,,,7
," -77.3222)""",,,,7
90Z,4902,Crime Against Society,All Other Offenses,ESCAPE - FLIGHT TO AVOID,7
40B,4002,Crime Against Society,Assisting or Promoting Prostitution,COMM SEX OFF - PROCURE FOR PROSTITUTE (PIMPING),7
520,5207,Crime Against Society,Weapon Law Violations,WEAPON - INCENDIARY DEVICE - POSSESS,7
," -76.9675)""",,,,7
," -76.9759)""",,,,7
," -77.4165)""",,,,7
90Z,5802,Crime Against Society,All Other Offenses,SMUGGLING - CONTRABAND INTO PRISON,7
," -77.3249)""",,,,7
," -76.9251)""",,,,7
," -76.9663)""",,,,7
," -77.3113)""",,,,7
," -76.966)""",,,,7
," -77.1378)""",,,,7
," -77.2971)""",,,,7
," -76.9204)""",,,,7
35A,3583,Crime Against Society,Drug/Narcotic Violations,DRUGS - BARBITURATE (DESCRIBE OTHER),7
," -77.305)""",,,,7
," -77.2608)""",,,,7
," -76.9742)""",,,,7
," -77.3652)""",,,,7
," -76.9489)""",,,,7
," -77.4185)""",,,,7
," -77.433)""",,,,7
," -76.9697)""",,,,7
," -77.3649)""",,,,7
," -77.2977)""",,,,7
," -77.2912)""",,,,7
," -77.4174)""",,,,7
," -76.9567)""",,,,7
90Z,4813,Crime Against Society,All Other Offenses,FAILING TO MOVE ON,7
35A,3521,Crime Against Society,Drug/Narcotic Violations,DRUGS - OPIUM OR DERIVATIVE - SMUGGLE,7
," -76.9477)""",,,,7
," -76.9363)""",,,,7
," -77.2481)""",,,,7
," -77.3033)""",,,,7
," -77.3989)""",,,,7
," -77.3498)""",,,,7
," -77.35)""",,,,7
," -77.2833)""",,,,7
," -77.2894)""",,,,7
," -76.9148)""",,,,7
90Z,5708,Crime Against Society,All Other Offenses,INVASION PRIVACY - WIRETAP - FAILURE TO REPORT,7
," -77.3943)""",,,,7
," -77.4187)""",,,,7
," -77.4023)""",,,,7
," -77.3119)""",,,,7
," -76.9574)""",,,,7
," -77.3201)""",,,,6
," -77.3192)""",,,,6
," -77.323)""",,,,6
," -77.277)""",,,,6
," -77.3264)""",,,,6
," -76.9598)""",,,,6
," -77.2322)""",,,,6
," -77.3919)""",,,,6
," -77.4132)""",,,,6
90Z,5317,Crime Against Society,All Other Offenses,VIOLATION OF EMERGENCY ORDER - NON-ESSENTIAL TRAV,6
," -76.9563)""",,,,6
," -76.9293)""",,,,6
," -77.2307)""",,,,6
," -77.3154)""",,,,6
," -77.3912)""",,,,6
," -76.959)""",,,,6
23H,2312,Crime Against Property,All other Larceny,LARCENY - FROM INTERSTATE SHIPMENT,6
," -77.4137)""",,,,6
," -76.9318)""",,,,6
," -77.3214)""",,,,6
," -77.378)""",,,,6
," -76.9591)""",,,,6
40B,4007,Crime Against Society,Assisting or Promoting Prostitution,COMM SEX OFF - PROCURE PROSTITUTE - MINOR,6
," -77.4001)""",,,,6
," -76.944)""",,,,6
," -77.371)""",,,,6
," -77.113)""",,,,6
," -77.3907)""",,,,6
," -76.9427)""",,,,6
," -76.9245)""",,,,6
," -77.3093)""",,,,6
," -77.2904)""",,,,6
100,1010,Crime Against Person,Kidnapping/Abduction,KIDNAP - MINOR PARENTAL,6
," -76.9656)""",,,,6
," -77.3049)""",,,,6
," -77.2978)""",,,,6
," -77.2962)""",,,,6
," -77.1979)""",,,,6
100,1008,Crime Against Person,Kidnapping/Abduction,ABDUCT - NO RANSOM OR ASSAULT,6
," -77.2317)""",,,,6
," -77.2993)""",,,,6
," -77.3274)""",,,,6
," -76.9527)""",,,,6
," -77.3267)""",,,,6
," -77.2956)""",,,,6
," -77.3028)""",,,,6
," -76.9669)""",,,,6
," -77.0283)""",,,,6
," -76.9781)""",,,,6
," -77.4104)""",,,,6
," -76.9947)""",,,,6
," -76.92)""",,,,6
," -77.0334)""",,,,6
," -77.4035)""",,,,6
," -77.2794)""",,,,6
," -77.3292)""",,,,6
," -76.9592)""",,,,6
," -77.3176)""",,,,5
," -77.3228)""",,,,5
," -77.2998)""",,,,5
," -76.954)""",,,,5
," -77.3088)""",,,,5
," -77.4227)""",,,,5
," -76.9642)""",,,,5
," -77.3134)""",,,,5
," -77.4738)""",,,,5
11A,3610,Crime Against Person,Forcible Rape,HOMOSEXUAL ACT WITH MAN,5
," -76.9521)""",,,,5
," -77.3414)""",,,,5
," -76.9721)""",,,,5
," -76.9618)""",,,,5
," -77.3777)""",,,,5
," -77.3141)""",,,,5
270,2702,Crime Against Property,Embezzlement,EMBEZZLE - INTERSTATE SHIPMENT,5
," -77.4084)""",,,,5
," -77.3801)""",,,,5
," -76.9348)""",,,,5
," -77.3898)""",,,,5
," -77.3293)""",,,,5
90Z,FTAS,Crime Against Society,All Other Offenses,FAILURE TO APPEAR - NON SUPPORT,5
," -77.2512)""",,,,5
," -77.4477)""",,,,5
," -77.3924)""",,,,5
," -77.395)""",,,,5
," -76.9362)""",,,,5
," -77.3519)""",,,,5
," -77.4157)""",,,,5
," -77.3829)""",,,,5
," -77.4092)""",,,,5
," -77.2871)""",,,,5
," -76.9707)""",,,,5
," -76.9246)""",,,,5
," -77.3131)""",,,,5
," -77.3021)""",,,,5
," -77.1086)""",,,,5
," -77.4048)""",,,,5
," -77.3043)""",,,,5
," -77.1295)""",,,,5
," -77.0412)""",,,,5
," -77.3082)""",,,,5
35A,3511,Crime Against Society,Drug/Narcotic Violations,DRUGS - HEROIN - SMUGGLE,5
90Z,1601,Crime Against Society,All Other Offenses,THREAT - FEDERAL PROTECTEES,5
," -77.38)""",,,,5
," -77.3149)""",,,,5
," -77.4167)""",,,,5
," -76.9283)""",,,,5
," -76.9309)""",,,,5
," -77.4098)""",,,,5
," -76.9377)""",,,,5
," -77.3463)""",,,,5
," -77.3046)""",,,,5
," -77.2256)""",,,,5
90Z,4805,Crime Against Society,All Other Offenses,OBSTRUCT POLICE - WITNESS - DISSUADING,5
," -77.3022)""",,,,5
," -77.4079)""",,,,5
," -77.4149)""",,,,5
," -77.2513)""",,,,5
," -77.3056)""",,,,5
," -77.0232)""",,,,5
," -76.9167)""",,,,5
," -77.3146)""",,,,5
11A,1107,Crime Against Person,Forcible Rape,SEX ASSAULT - SODOMY-WOMAN-GUN,5
90Z,0301,Crime Against Society,All Other Offenses,ILLEGAL ENTRY,5
," -77.3952)""",,,,5
270,2705,Crime Against Property,Embezzlement,EMBEZZLE - POSTAL,5
," -77.3012)""",,,,5
," -77.4091)""",,,,5
," -77.3756)""",,,,5
," -77.1311)""",,,,5
," -77.4242)""",,,,5
210,2102,Crime Against Property,Extortion/Blackmail,EXTORT - THREAT DAMAGE PROP,5
," -77.4509)""",,,,5
90Z,5013,Crime Against Society,All Other Offenses,CONDIT RELEASE VIOLATION,5
," -77.2968)""",,,,4
," -77.3155)""",,,,4
," -77.3409)""",,,,4
," -77.3075)""",,,,4
," -77.334)""",,,,4
," -76.9641)""",,,,4
," -77.2974)""",,,,4
," -76.9465)""",,,,4
," -77.262)""",,,,4
," -76.9657)""",,,,4
," -77.4163)""",,,,4
," -77.0066)""",,,,4
09B,0910,Crime Against Person,Negligent Manslaughter,HOMICIDE - NEGLIGENT MANSLAUGHTER,4
," -76.9277)""",,,,4
," -77.3098)""",,,,4
," -77.3805)""",,,,4
," -77.3807)""",,,,4
," -77.2944)""",,,,4
," -77.3602)""",,,,4
," -77.3047)""",,,,4
," -77.417)""",,,,4
," -77.3203)""",,,,4
," -77.4061)""",,,,4
," -77.316)""",,,,4
," -77.3048)""",,,,4
," -76.9421)""",,,,4
," -77.4449)""",,,,4
," -77.3095)""",,,,4
," -77.3115)""",,,,4
," -76.9091)""",,,,4
," -77.3087)""",,,,4
," -76.9418)""",,,,4
," -77.4066)""",,,,4
," -77.4229)""",,,,4
," -77.4016)""",,,,4
," -77.2919)""",,,,4
," -77.3446)""",,,,4
," -77.401)""",,,,4
," -76.9438)""",,,,4
," -77.3868)""",,,,4
," -77.2821)""",,,,4
," -76.9288)""",,,,4
," -77.3962)""",,,,4
," -77.3793)""",,,,4
," -77.3524)""",,,,4
," -77.3283)""",,,,4
," -77.2778)""",,,,4
," -77.3821)""",,,,4
," -76.955)""",,,,4
," -77.2886)""",,,,4
," -76.9177)""",,,,4
," -77.3223)""",,,,4
," -77.4852)""",,,,4
," -77.3335)""",,,,4
520,5214,Crime Against Society,Weapon Law Violations,WEAPON - SELLING,4
," -77.2911)""",,,,4
," -77.2869)""",,,,4
," -77.3227)""",,,,4
," -76.9758)""",,,,4
," -77.3706)""",,,,4
," -77.3493)""",,,,4
," -77.4692)""",,,,4
," -76.9319)""",,,,4
," -76.9247)""",,,,4
," -77.4145)""",,,,4
," -77.4465)""",,,,4
," -76.9652)""",,,,4
," -77.4218)""",,,,4
," -77.3059)""",,,,4
," -77.3128)""",,,,4
," -76.9281)""",,,,4
," -77.2551)""",,,,4
," -77.2908)""",,,,4
," -76.9455)""",,,,4
," -77.3126)""",,,,4
," -77.3008)""",,,,4
," -77.4497)""",,,,4
," -77.3527)""",,,,4
," -77.3077)""",,,,4
," -77.4049)""",,,,4
," -77.2326)""",,,,4
," -76.9571)""",,,,4
," -76.9299)""",,,,4
90Z,5316,Crime Against Society,All Other Offenses,VIOLATION OF EMERGENCY ORDER - NON-ESSENTIAL BUS,4
," -77.2913)""",,,,4
," -77.4721)""",,,,4
," -76.9667)""",,,,4
," -77.1363)""",,,,4
," -77.3066)""",,,,4
," -77.3395)""",,,,4
," -77.4661)""",,,,4
," -77.3342)""",,,,4
90Z,5502,Crime Against Society,All Other Offenses,HEALTH - DRUGS - MISBRANDED,4
," -77.4102)""",,,,4
," -77.1459)""",,,,4
," -77.2905)""",,,,4
," -77.3423)""",,,,4
," -77.4148)""",,,,4
," -77.4232)""",,,,4
," -77.3194)""",,,,4
," -77.2924)""",,,,3
," -77.404)""",,,,3
," -77.3029)""",,,,3
," -76.9462)""",,,,3
," -77.4299)""",,,,3
," -77.4543)""",,,,3
280,2801,Crime Against Property,Stolen Property Offenses,STOLEN PROPERTY - SALE OF,3
," -77.3827)""",,,,3
," -77.3071)""",,,,3
," -76.9785)""",,,,3
," -77.3261)""",,,,3
," -77.4005)""",,,,3
," -76.975)""",,,,3
," -77.2925)""",,,,3
," -77.3004)""",,,,3
," -77.3444)""",,,,3
," -76.9347)""",,,,3
," -77.3523)""",,,,3
," -77.3129)""",,,,3
," -77.3948)""",,,,3
," -77.0301)""",,,,3
," -77.3185)""",,,,3
," -77.4037)""",,,,3
," -76.9209)""",,,,3
," -77.3693)""",,,,3
64B,6412,Crime Against Person,"Human Trafficking, Involuntary Servitude",HUMAN TRAFFICKING - INVOLUNTARY SERITUDE,3
," -76.9369)""",,,,3
," -77.4139)""",,,,3
," -77.3489)""",,,,3
," -77.4305)""",,,,3
," -77.4429)""",,,,3
," -77.3407)""",,,,3
," -77.3289)""",,,,3
," -76.9668)""",,,,3
," -77.3275)""",,,,3
," -77.2835)""",,,,3
," -77.4217)""",,,,3
," -77.3843)""",,,,3
," -77.4188)""",,,,3
," -77.3755)""",,,,3
," -76.9544)""",,,,3
," -76.9646)""",,,,3
," -77.3287)""",,,,3
," -77.3927)""",,,,3
," -77.4426)""",,,,3
," -77.3661)""",,,,3
," -77.2949)""",,,,3
," -77.4231)""",,,,3
," -77.2981)""",,,,3
," -77.2985)""",,,,3
," -77.3475)""",,,,3
," -77.3647)""",,,,3
," -77.4664)""",,,,3
," -77.4152)""",,,,3
," -77.3132)""",,,,3
90Z,6201,Crime Against Society,All Other Offenses,CONSERVATION - ANIMALS (DESCRIBE OFFENSE),3
," -76.9179)""",,,,3
," -76.9631)""",,,,3
," -77.2407)""",,,,3
," -77.4108)""",,,,3
," -77.4161)""",,,,3
," -77.4202)""",,,,3
," -77.3839)""",,,,3
," -77.3673)""",,,,3
," -77.291)""",,,,3
," -77.3081)""",,,,3
," -77.4251)""",,,,3
," -76.9263)""",,,,3
